order_id,order_date,customer_id,campaign_phase,customer_type,acquisition_channel,primary_product,footwear_revenue,adjacent_product_revenue,total_order_revenue,units,email_opt_in,sms_opt_in,returned
ORD0007901,2026-03-26,C005660,Active campaign,New,Paid Social,Genesis,158.96,0.0,158.96,1,False,False,False
ORD0007902,2026-03-26,C001214,Active campaign,Existing,Direct,Ultra Glide 15,0.0,0.0,0.0,1,True,False,True
ORD0007903,2026-03-26,C003438,Active campaign,Existing,Email,Sense Ride,137.58,0.0,137.58,1,True,False,False
ORD0007904,2026-03-26,C005661,Active campaign,New,Organic,Ultra Glide 15,174.99,34.13,209.12,2,False,False,False
ORD0007905,2026-03-26,C003552,Active campaign,Existing,Direct,Speedcross,149.59,0.0,149.59,1,True,False,False
ORD0007906,2026-03-26,C005662,Active campaign,New,Email,Genesis,161.28,40.19,201.46,2,False,False,False
ORD0007907,2026-03-26,C005663,Active campaign,New,Email,Ultra Glide 15,0.0,0.0,0.0,1,True,True,True
ORD0007908,2026-03-26,C002648,Active campaign,Existing,Direct,Speedcross,151.24,0.0,151.24,1,True,False,False
ORD0007909,2026-03-26,C005664,Active campaign,New,Email,Sense Ride,131.72,0.0,131.72,1,True,False,False
ORD0007910,2026-03-26,C002641,Active campaign,Existing,Organic,Genesis,145.85,0.0,145.85,1,False,False,False
ORD0007911,2026-03-26,C004835,Active campaign,Existing,SMS,Ultra Glide 15,169.1,0.0,169.1,1,True,False,False
ORD0007912,2026-03-26,C005665,Active campaign,New,Organic,Sense Ride,142.43,0.0,142.43,1,True,True,False
ORD0007913,2026-03-26,C001740,Active campaign,Existing,Email,Sense Ride,147.09,0.0,147.09,1,True,False,False
ORD0007914,2026-03-26,C005666,Active campaign,New,Paid Search,Ultra Glide 15,0.0,0.0,0.0,1,False,True,True
ORD0007915,2026-03-27,C003933,Active campaign,Existing,SMS,Speedcross,145.42,0.0,145.42,1,True,False,False
ORD0007916,2026-03-27,C004035,Active campaign,Existing,Organic,Ultra Glide 15,0.0,0.0,0.0,1,False,False,True
ORD0007917,2026-03-27,C004645,Active campaign,Existing,Direct,Speedcross,0.0,0.0,0.0,1,False,False,True
ORD0007918,2026-03-27,C005382,Active campaign,Existing,Email,Ultra Glide 15,169.83,0.0,169.83,1,True,False,False
ORD0007919,2026-03-27,C005667,Active campaign,New,Organic,Genesis,141.18,0.0,141.18,1,True,False,False
ORD0007920,2026-03-27,C004136,Active campaign,Existing,Email,Speedcross,141.95,0.0,141.95,1,True,False,False
ORD0007921,2026-03-27,C003451,Active campaign,Existing,Email,Trail Accessories,0.0,42.94,42.94,1,False,False,False
ORD0007922,2026-03-27,C003768,Active campaign,Existing,Organic,Sense Ride,141.31,0.0,141.31,1,False,True,False
ORD0007923,2026-03-27,C000071,Active campaign,Existing,Direct,Genesis,154.68,51.5,206.18,2,False,True,False
ORD0007924,2026-03-27,C005668,Active campaign,New,Affiliate,Speedcross,159.4,0.0,159.4,1,True,False,False
ORD0007925,2026-03-27,C005669,Active campaign,New,Paid Social,Ultra Glide 15,177.34,0.0,177.34,1,True,False,False
ORD0007926,2026-03-27,C004874,Active campaign,Existing,Direct,Ultra Glide 15,168.65,0.0,168.65,1,True,False,False
ORD0007927,2026-03-27,C004895,Active campaign,Existing,Direct,Sense Ride,137.17,0.0,137.17,1,True,False,False
ORD0007928,2026-03-27,C005670,Active campaign,New,Paid Social,Ultra Glide 15,161.93,0.0,161.93,1,True,False,False
ORD0007929,2026-03-27,C000577,Active campaign,Existing,Email,Genesis,153.09,0.0,153.09,1,False,False,False
ORD0007930,2026-03-27,C000625,Active campaign,Existing,Direct,Genesis,148.71,0.0,148.71,1,True,False,False
ORD0007931,2026-03-27,C005671,Active campaign,New,Paid Social,Sense Ride,130.8,0.0,130.8,1,True,False,False
ORD0007932,2026-03-27,C005672,Active campaign,New,Paid Search,Trail Apparel,0.0,44.27,44.27,1,True,True,False
ORD0007933,2026-03-27,C002542,Active campaign,Existing,Direct,Speedcross,160.2,0.0,160.2,1,True,False,False
ORD0007934,2026-03-27,C002685,Active campaign,Existing,Direct,Sense Ride,144.64,43.93,188.56,2,True,True,False
ORD0007935,2026-03-27,C005673,Active campaign,New,Paid Social,Ultra Glide 15,168.1,0.0,168.1,1,True,True,False
ORD0007936,2026-03-27,C005674,Active campaign,New,Email,Sense Ride,131.33,0.0,131.33,1,False,False,False
ORD0007937,2026-03-27,C005668,Active campaign,Existing,Email,Speedcross,149.63,0.0,149.63,1,True,False,False
ORD0007938,2026-03-27,C001523,Active campaign,Existing,Direct,Sense Ride,137.03,0.0,137.03,1,True,False,False
ORD0007939,2026-03-27,C001508,Active campaign,Existing,Email,Speedcross,153.49,0.0,153.49,1,False,True,False
ORD0007940,2026-03-27,C005675,Active campaign,New,Paid Social,Trail Apparel,0.0,78.83,78.83,1,False,False,False
ORD0007941,2026-03-27,C005676,Active campaign,New,Organic,Genesis,157.58,0.0,157.58,1,True,False,False
ORD0007942,2026-03-27,C002097,Active campaign,Existing,Direct,Speedcross,140.66,0.0,140.66,1,False,False,False
ORD0007943,2026-03-27,C005555,Active campaign,Existing,SMS,Sense Ride,137.77,0.0,137.77,1,False,False,False
ORD0007944,2026-03-27,C005677,Active campaign,New,Paid Search,Ultra Glide 15,171.56,0.0,171.56,1,True,True,False
ORD0007945,2026-03-27,C005678,Active campaign,New,SMS,Ultra Glide 15,173.89,0.0,173.89,1,False,True,False
ORD0007946,2026-03-27,C002364,Active campaign,Existing,Email,Ultra Glide 15,0.0,92.22,92.22,2,True,False,True
ORD0007947,2026-03-27,C000755,Active campaign,Existing,Organic,Trail Accessories,0.0,37.58,37.58,1,False,True,False
ORD0007948,2026-03-27,C004906,Active campaign,Existing,Direct,Sense Ride,121.96,0.0,121.96,1,False,False,False
ORD0007949,2026-03-27,C002752,Active campaign,Existing,Email,Genesis,155.99,0.0,155.99,1,True,False,False
ORD0007950,2026-03-27,C004441,Active campaign,Existing,Direct,Ultra Glide 15,170.32,0.0,170.32,1,False,False,False
ORD0007951,2026-03-27,C005679,Active campaign,New,Paid Social,Ultra Glide 15,165.49,0.0,165.49,1,True,False,False
ORD0007952,2026-03-27,C005169,Active campaign,Existing,Direct,Sense Ride,138.72,0.0,138.72,1,False,False,False
ORD0007953,2026-03-27,C001909,Active campaign,Existing,Email,Trail Accessories,0.0,31.96,31.96,1,False,False,False
ORD0007954,2026-03-27,C005680,Active campaign,New,Paid Search,Ultra Glide 15,0.0,0.0,0.0,1,True,False,True
ORD0007955,2026-03-27,C005681,Active campaign,New,Paid Social,Trail Apparel,0.0,93.03,93.03,1,True,False,False
ORD0007956,2026-03-27,C005682,Active campaign,New,SMS,Genesis,161.43,0.0,161.43,1,True,False,False
ORD0007957,2026-03-27,C004401,Active campaign,Existing,Paid Social,Trail Accessories,0.0,68.5,68.5,1,True,False,False
ORD0007958,2026-03-27,C001985,Active campaign,Existing,Email,Trail Apparel,0.0,63.53,63.53,1,True,False,False
ORD0007959,2026-03-27,C003312,Active campaign,Existing,Direct,Sense Ride,143.56,0.0,143.56,1,True,True,False
ORD0007960,2026-03-27,C001073,Active campaign,Existing,Direct,Genesis,0.0,0.0,0.0,1,False,False,True
ORD0007961,2026-03-27,C002353,Active campaign,Existing,Direct,Sense Ride,130.27,0.0,130.27,1,True,False,False
ORD0007962,2026-03-27,C003098,Active campaign,Existing,Paid Search,Trail Apparel,0.0,73.67,73.67,1,True,True,False
ORD0007963,2026-03-27,C005490,Active campaign,Existing,Paid Social,Ultra Glide 15,177.93,113.12,291.05,2,True,False,False
ORD0007964,2026-03-27,C003384,Active campaign,Existing,Organic,Sense Ride,152.18,0.0,152.18,1,False,False,False
ORD0007965,2026-03-27,C005683,Active campaign,New,Paid Search,Speedcross,144.43,0.0,144.43,1,False,True,False
ORD0007966,2026-03-27,C005389,Active campaign,Existing,Paid Social,Sense Ride,142.85,0.0,142.85,1,False,False,False
ORD0007967,2026-03-27,C001925,Active campaign,Existing,Affiliate,Trail Accessories,0.0,34.91,34.91,1,False,False,False
ORD0007968,2026-03-27,C005684,Active campaign,New,Affiliate,Ultra Glide 15,167.79,0.0,167.79,1,False,False,False
ORD0007969,2026-03-27,C005685,Active campaign,New,Paid Social,Speedcross,152.43,0.0,152.43,1,True,False,False
ORD0007970,2026-03-27,C005686,Active campaign,New,Paid Social,Ultra Glide 15,170.8,0.0,170.8,1,True,True,False
ORD0007971,2026-03-27,C001070,Active campaign,Existing,Email,Speedcross,140.7,0.0,140.7,1,False,False,False
ORD0007972,2026-03-27,C004908,Active campaign,Existing,Email,Speedcross,137.19,0.0,137.19,1,True,False,False
ORD0007973,2026-03-27,C005687,Active campaign,New,Paid Social,Ultra Glide 15,170.74,0.0,170.74,1,True,True,False
ORD0007974,2026-03-27,C002787,Active campaign,Existing,Direct,Genesis,0.0,0.0,0.0,1,True,True,True
ORD0007975,2026-03-27,C005688,Active campaign,New,Organic,Ultra Glide 15,173.22,0.0,173.22,1,True,False,False
ORD0007976,2026-03-27,C004832,Active campaign,Existing,Direct,Ultra Glide 15,173.06,0.0,173.06,1,False,True,False
ORD0007977,2026-03-27,C003759,Active campaign,Existing,Direct,Trail Accessories,0.0,54.85,54.85,1,False,True,False
ORD0007978,2026-03-27,C003475,Active campaign,Existing,Email,Trail Apparel,0.0,52.28,52.28,1,False,False,False
ORD0007979,2026-03-27,C002286,Active campaign,Existing,Organic,Speedcross,122.72,0.0,122.72,1,False,False,False
ORD0007980,2026-03-27,C001109,Active campaign,Existing,Paid Search,Trail Apparel,0.0,85.58,85.58,1,False,False,False
ORD0007981,2026-03-27,C003697,Active campaign,Existing,Email,Genesis,0.0,0.0,0.0,1,True,False,True
ORD0007982,2026-03-27,C003969,Active campaign,Existing,Email,Speedcross,149.79,0.0,149.79,1,True,False,False
ORD0007983,2026-03-27,C002650,Active campaign,Existing,Email,Ultra Glide 15,0.0,0.0,0.0,1,False,False,True
ORD0007984,2026-03-27,C005689,Active campaign,New,Organic,Sense Ride,130.24,0.0,130.24,1,True,True,False
ORD0007985,2026-03-27,C000595,Active campaign,Existing,Paid Search,Sense Ride,148.98,76.34,225.31,2,True,True,False
ORD0007986,2026-03-27,C003819,Active campaign,Existing,Paid Social,Ultra Glide 15,0.0,0.0,0.0,1,False,True,True
ORD0007987,2026-03-27,C002659,Active campaign,Existing,Direct,Speedcross,144.15,0.0,144.15,1,True,False,False
ORD0007988,2026-03-27,C005690,Active campaign,New,Paid Social,Sense Ride,129.16,0.0,129.16,1,False,False,False
ORD0007989,2026-03-27,C005691,Active campaign,New,Affiliate,Trail Apparel,0.0,0.0,0.0,1,False,True,True
ORD0007990,2026-03-27,C001623,Active campaign,Existing,Email,Trail Apparel,0.0,72.01,72.01,1,True,False,False
ORD0007991,2026-03-27,C005692,Active campaign,New,Paid Social,Genesis,169.62,0.0,169.62,1,False,False,False
ORD0007992,2026-03-27,C000971,Active campaign,Existing,Paid Search,Ultra Glide 15,168.18,0.0,168.18,1,False,False,False
ORD0007993,2026-03-27,C000624,Active campaign,Existing,Affiliate,Genesis,158.12,0.0,158.12,1,False,False,False
ORD0007994,2026-03-27,C003970,Active campaign,Existing,Paid Search,Genesis,164.31,0.0,164.31,1,False,False,False
ORD0007995,2026-03-27,C005387,Active campaign,Existing,Organic,Trail Apparel,0.0,52.3,52.3,1,True,False,False
ORD0007996,2026-03-27,C000086,Active campaign,Existing,Paid Social,Speedcross,151.23,0.0,151.23,1,True,True,False
ORD0007997,2026-03-27,C001081,Active campaign,Existing,Organic,Genesis,180.53,0.0,180.53,1,False,False,False
ORD0007998,2026-03-27,C004580,Active campaign,Existing,Paid Social,Trail Apparel,0.0,78.9,78.9,1,True,False,False
ORD0007999,2026-03-27,C005665,Active campaign,Existing,Paid Search,Trail Accessories,0.0,58.61,58.61,1,False,False,False
ORD0008000,2026-03-27,C005693,Active campaign,New,Paid Search,Genesis,172.29,0.0,172.29,1,True,True,False
ORD0008001,2026-03-27,C005694,Active campaign,New,Paid Search,Sense Ride,129.07,0.0,129.07,1,False,False,False
ORD0008002,2026-03-27,C002532,Active campaign,Existing,Organic,Genesis,147.76,51.88,199.64,2,False,False,False
ORD0008003,2026-03-27,C001756,Active campaign,Existing,Direct,Speedcross,133.74,0.0,133.74,1,True,True,False
ORD0008004,2026-03-27,C005695,Active campaign,New,Paid Search,Sense Ride,143.12,0.0,143.12,1,True,True,False
ORD0008005,2026-03-27,C005696,Active campaign,New,Paid Search,Speedcross,144.91,0.0,144.91,1,True,False,False
ORD0008006,2026-03-27,C005697,Active campaign,New,Paid Search,Ultra Glide 15,0.0,0.0,0.0,1,True,False,True
ORD0008007,2026-03-27,C005698,Active campaign,New,Email,Ultra Glide 15,161.01,0.0,161.01,1,False,True,False
ORD0008008,2026-03-27,C004096,Active campaign,Existing,Email,Speedcross,141.28,0.0,141.28,1,True,False,False
ORD0008009,2026-03-27,C000059,Active campaign,Existing,Paid Social,Genesis,173.59,59.43,233.02,3,True,False,False
ORD0008010,2026-03-27,C005122,Active campaign,Existing,Email,Trail Apparel,0.0,77.02,77.02,1,True,False,False
ORD0008011,2026-03-27,C003120,Active campaign,Existing,Affiliate,Speedcross,129.56,17.44,147.01,2,True,False,False
ORD0008012,2026-03-27,C001117,Active campaign,Existing,Direct,Trail Accessories,0.0,70.41,70.41,1,True,True,False
ORD0008013,2026-03-27,C005699,Active campaign,New,Organic,Ultra Glide 15,167.38,0.0,167.38,1,False,False,False
ORD0008014,2026-03-27,C004467,Active campaign,Existing,Direct,Sense Ride,131.51,0.0,131.51,1,False,False,False
ORD0008015,2026-03-27,C002036,Active campaign,Existing,Organic,Ultra Glide 15,173.16,0.0,173.16,1,True,False,False
ORD0008016,2026-03-27,C005700,Active campaign,New,Organic,Ultra Glide 15,170.75,0.0,170.75,1,True,False,False
ORD0008017,2026-03-27,C005701,Active campaign,New,Paid Social,Genesis,166.11,103.53,269.64,2,True,True,False
ORD0008018,2026-03-27,C005702,Active campaign,New,Paid Social,Speedcross,152.67,0.0,152.67,1,False,True,False
ORD0008019,2026-03-27,C005703,Active campaign,New,Affiliate,Speedcross,154.14,0.0,154.14,1,True,False,False
ORD0008020,2026-03-27,C005704,Active campaign,New,Affiliate,Ultra Glide 15,168.51,0.0,168.51,1,True,False,False
ORD0008021,2026-03-27,C003257,Active campaign,Existing,Direct,Speedcross,139.99,0.0,139.99,1,True,False,False
ORD0008022,2026-03-27,C005705,Active campaign,New,Paid Social,Speedcross,145.03,0.0,145.03,1,False,True,False
ORD0008023,2026-03-27,C005353,Active campaign,Existing,Paid Search,Genesis,155.11,40.83,195.95,2,True,False,False
ORD0008024,2026-03-27,C004581,Active campaign,Existing,Paid Search,Sense Ride,129.67,0.0,129.67,1,False,False,False
ORD0008025,2026-03-27,C005405,Active campaign,Existing,Email,Ultra Glide 15,172.61,0.0,172.61,1,True,False,False
ORD0008026,2026-03-27,C004203,Active campaign,Existing,Paid Search,Trail Accessories,0.0,38.24,38.24,1,True,False,False
ORD0008027,2026-03-27,C005706,Active campaign,New,Paid Social,Speedcross,148.89,54.12,203.01,2,True,True,False
ORD0008028,2026-03-27,C000490,Active campaign,Existing,Affiliate,Trail Accessories,0.0,30.46,30.46,1,False,False,False
ORD0008029,2026-03-27,C001299,Active campaign,Existing,Direct,Speedcross,150.51,39.28,189.8,2,False,False,False
ORD0008030,2026-03-27,C000250,Active campaign,Existing,Paid Social,Trail Apparel,0.0,93.83,93.83,1,True,True,False
ORD0008031,2026-03-27,C002321,Active campaign,Existing,Organic,Ultra Glide 15,178.19,0.0,178.19,1,False,False,False
ORD0008032,2026-03-27,C000970,Active campaign,Existing,Direct,Ultra Glide 15,170.26,0.0,170.26,1,False,False,False
ORD0008033,2026-03-27,C005041,Active campaign,Existing,Email,Genesis,175.91,0.0,175.91,1,True,True,False
ORD0008034,2026-03-27,C001017,Active campaign,Existing,Direct,Sense Ride,157.41,0.0,157.41,1,True,False,False
ORD0008035,2026-03-27,C005707,Active campaign,New,Organic,Sense Ride,0.0,0.0,0.0,1,False,False,True
ORD0008036,2026-03-27,C002689,Active campaign,Existing,Email,Trail Apparel,0.0,98.43,98.43,1,True,True,False
ORD0008037,2026-03-27,C005708,Active campaign,New,Paid Search,Trail Accessories,0.0,40.73,40.73,1,True,True,False
ORD0008038,2026-03-27,C005709,Active campaign,New,Paid Social,Genesis,154.8,0.0,154.8,1,False,True,False
ORD0008039,2026-03-27,C004757,Active campaign,Existing,Email,Genesis,169.75,0.0,169.75,1,False,True,False
ORD0008040,2026-03-27,C005710,Active campaign,New,Paid Social,Ultra Glide 15,0.0,0.0,0.0,1,False,True,True
ORD0008041,2026-03-27,C005711,Active campaign,New,Affiliate,Sense Ride,138.62,0.0,138.62,1,True,True,False
ORD0008042,2026-03-27,C002848,Active campaign,Existing,Email,Ultra Glide 15,170.15,0.0,170.15,1,False,False,False
ORD0008043,2026-03-27,C003764,Active campaign,Existing,Direct,Trail Accessories,0.0,49.55,49.55,1,False,False,False
ORD0008044,2026-03-27,C004584,Active campaign,Existing,Paid Search,Speedcross,145.25,0.0,145.25,1,True,False,False
ORD0008045,2026-03-28,C005712,Active campaign,New,Paid Social,Genesis,169.18,0.0,169.18,1,False,False,False
ORD0008046,2026-03-28,C005681,Active campaign,Existing,Direct,Speedcross,142.74,53.02,195.77,2,False,False,False
ORD0008047,2026-03-28,C003404,Active campaign,Existing,Paid Search,Ultra Glide 15,165.67,0.0,165.67,1,False,False,False
ORD0008048,2026-03-28,C005713,Active campaign,New,Paid Social,Ultra Glide 15,169.99,0.0,169.99,1,False,False,False
ORD0008049,2026-03-28,C005714,Active campaign,New,Paid Social,Speedcross,146.17,0.0,146.17,1,False,False,False
ORD0008050,2026-03-28,C000370,Active campaign,Existing,SMS,Ultra Glide 15,170.19,0.0,170.19,1,False,False,False
ORD0008051,2026-03-28,C001590,Active campaign,Existing,Email,Ultra Glide 15,0.0,0.0,0.0,1,False,False,True
ORD0008052,2026-03-28,C005715,Active campaign,New,Direct,Genesis,178.38,0.0,178.38,1,True,False,False
ORD0008053,2026-03-28,C004573,Active campaign,Existing,Direct,Genesis,175.09,0.0,175.09,1,False,False,False
ORD0008054,2026-03-28,C005716,Active campaign,New,Paid Social,Trail Accessories,0.0,68.49,68.49,1,False,False,False
ORD0008055,2026-03-28,C000196,Active campaign,Existing,Email,Speedcross,150.8,0.0,150.8,1,False,True,False
ORD0008056,2026-03-28,C003927,Active campaign,Existing,Direct,Ultra Glide 15,169.61,0.0,169.61,1,True,True,False
ORD0008057,2026-03-28,C005717,Active campaign,New,Affiliate,Ultra Glide 15,163.21,46.85,210.06,2,True,False,False
ORD0008058,2026-03-28,C000956,Active campaign,Existing,Organic,Sense Ride,137.72,19.62,157.34,2,True,False,False
ORD0008059,2026-03-28,C004255,Active campaign,Existing,Direct,Speedcross,163.41,0.0,163.41,1,True,False,False
ORD0008060,2026-03-28,C002402,Active campaign,Existing,Email,Ultra Glide 15,164.86,0.0,164.86,1,True,False,False
ORD0008061,2026-03-28,C005718,Active campaign,New,Paid Search,Ultra Glide 15,175.5,0.0,175.5,1,True,False,False
ORD0008062,2026-03-28,C000622,Active campaign,Existing,Paid Search,Trail Accessories,0.0,35.94,35.94,1,False,True,False
ORD0008063,2026-03-28,C000450,Active campaign,Existing,SMS,Speedcross,148.37,0.0,148.37,1,True,True,False
ORD0008064,2026-03-28,C002820,Active campaign,Existing,Direct,Genesis,159.6,0.0,159.6,1,False,False,False
ORD0008065,2026-03-28,C002480,Active campaign,Existing,Direct,Sense Ride,124.85,0.0,124.85,1,True,True,False
ORD0008066,2026-03-28,C000824,Active campaign,Existing,Email,Sense Ride,141.98,0.0,141.98,1,False,False,False
ORD0008067,2026-03-28,C005719,Active campaign,New,Paid Search,Speedcross,150.94,0.0,150.94,1,False,True,False
ORD0008068,2026-03-28,C001391,Active campaign,Existing,Organic,Genesis,166.45,0.0,166.45,1,True,False,False
ORD0008069,2026-03-28,C005470,Active campaign,Existing,Paid Search,Genesis,157.26,0.0,157.26,1,False,False,False
ORD0008070,2026-03-28,C002537,Active campaign,Existing,Organic,Genesis,145.83,0.0,145.83,1,True,True,False
ORD0008071,2026-03-28,C001675,Active campaign,Existing,Organic,Ultra Glide 15,173.41,53.89,227.3,2,False,False,False
ORD0008072,2026-03-28,C003678,Active campaign,Existing,SMS,Speedcross,146.61,0.0,146.61,1,True,False,False
ORD0008073,2026-03-28,C002843,Active campaign,Existing,Email,Ultra Glide 15,167.66,75.11,242.77,2,True,False,False
ORD0008074,2026-03-28,C005720,Active campaign,New,Paid Social,Genesis,0.0,0.0,0.0,1,False,False,True
ORD0008075,2026-03-28,C005721,Active campaign,New,Organic,Speedcross,142.15,0.0,142.15,1,False,True,False
ORD0008076,2026-03-28,C000062,Active campaign,Existing,SMS,Sense Ride,142.95,0.0,142.95,1,True,False,False
ORD0008077,2026-03-28,C001257,Active campaign,Existing,Paid Search,Ultra Glide 15,171.13,0.0,171.13,1,True,False,False
ORD0008078,2026-03-28,C004133,Active campaign,Existing,Organic,Sense Ride,130.19,0.0,130.19,1,True,False,False
ORD0008079,2026-03-28,C005314,Active campaign,Existing,Organic,Trail Accessories,0.0,55.89,55.89,1,True,False,False
ORD0008080,2026-03-28,C002822,Active campaign,Existing,Organic,Speedcross,141.47,0.0,141.47,1,True,False,False
ORD0008081,2026-03-28,C000982,Active campaign,Existing,Email,Sense Ride,125.2,0.0,125.2,1,True,True,False
ORD0008082,2026-03-28,C005722,Active campaign,New,Paid Social,Genesis,0.0,0.0,0.0,1,False,False,True
ORD0008083,2026-03-28,C002550,Active campaign,Existing,Direct,Trail Accessories,0.0,45.11,45.11,1,True,False,False
ORD0008084,2026-03-28,C001743,Active campaign,Existing,Direct,Sense Ride,152.56,67.18,219.74,2,True,False,False
ORD0008085,2026-03-28,C005723,Active campaign,New,Paid Social,Sense Ride,125.85,0.0,125.85,1,True,True,False
ORD0008086,2026-03-28,C003422,Active campaign,Existing,Paid Search,Ultra Glide 15,171.02,58.84,229.86,2,True,False,False
ORD0008087,2026-03-28,C002515,Active campaign,Existing,Email,Ultra Glide 15,168.13,0.0,168.13,1,True,False,False
ORD0008088,2026-03-28,C002700,Active campaign,Existing,Paid Search,Trail Accessories,0.0,57.36,57.36,1,True,False,False
ORD0008089,2026-03-28,C005724,Active campaign,New,Direct,Genesis,152.82,0.0,152.82,1,True,False,False
ORD0008090,2026-03-28,C003654,Active campaign,Existing,Organic,Speedcross,144.68,0.0,144.68,1,False,False,False
ORD0008091,2026-03-28,C000550,Active campaign,Existing,Organic,Speedcross,156.7,0.0,156.7,1,True,False,False
ORD0008092,2026-03-28,C005126,Active campaign,Existing,Direct,Genesis,160.47,0.0,160.47,1,True,False,False
ORD0008093,2026-03-28,C005725,Active campaign,New,Paid Search,Sense Ride,133.31,0.0,133.31,1,True,True,False
ORD0008094,2026-03-28,C002775,Active campaign,Existing,Email,Ultra Glide 15,171.79,48.22,220.01,2,False,False,False
ORD0008095,2026-03-28,C000094,Active campaign,Existing,Email,Ultra Glide 15,170.75,0.0,170.75,1,False,False,False
ORD0008096,2026-03-28,C000890,Active campaign,Existing,Direct,Trail Accessories,0.0,0.0,0.0,1,False,False,True
ORD0008097,2026-03-28,C004791,Active campaign,Existing,Paid Social,Ultra Glide 15,163.03,110.12,273.15,2,True,False,False
ORD0008098,2026-03-28,C005726,Active campaign,New,Direct,Genesis,154.45,0.0,154.45,1,True,True,False
ORD0008099,2026-03-28,C005697,Active campaign,Existing,Paid Social,Trail Apparel,0.0,74.47,74.47,1,False,False,False
ORD0008100,2026-03-28,C002812,Active campaign,Existing,Email,Ultra Glide 15,162.59,0.0,162.59,1,False,False,False
ORD0008101,2026-03-28,C005727,Active campaign,New,Direct,Speedcross,140.5,0.0,140.5,1,False,False,False
ORD0008102,2026-03-28,C005728,Active campaign,New,Paid Social,Speedcross,134.46,0.0,134.46,1,True,True,False
ORD0008103,2026-03-28,C003332,Active campaign,Existing,Paid Search,Speedcross,149.7,26.64,176.34,2,True,False,False
ORD0008104,2026-03-28,C000736,Active campaign,Existing,Email,Trail Apparel,0.0,48.08,48.08,1,True,True,False
ORD0008105,2026-03-28,C002410,Active campaign,Existing,Email,Ultra Glide 15,163.98,0.0,163.98,1,False,False,False
ORD0008106,2026-03-28,C005729,Active campaign,New,Paid Social,Genesis,159.58,0.0,159.58,1,True,True,False
ORD0008107,2026-03-28,C005730,Active campaign,New,Paid Search,Ultra Glide 15,163.19,0.0,163.19,1,True,True,False
ORD0008108,2026-03-28,C003540,Active campaign,Existing,Direct,Genesis,159.52,0.0,159.52,1,True,False,False
ORD0008109,2026-03-28,C005731,Active campaign,New,Paid Social,Sense Ride,139.83,0.0,139.83,1,False,True,False
ORD0008110,2026-03-28,C005732,Active campaign,New,Direct,Ultra Glide 15,172.81,0.0,172.81,1,True,True,False
ORD0008111,2026-03-28,C002956,Active campaign,Existing,Direct,Genesis,144.12,0.0,144.12,1,True,False,False
ORD0008112,2026-03-28,C002763,Active campaign,Existing,Paid Search,Sense Ride,143.59,0.0,143.59,1,True,False,False
ORD0008113,2026-03-28,C003031,Active campaign,Existing,Direct,Speedcross,137.95,0.0,137.95,1,False,False,False
ORD0008114,2026-03-28,C003568,Active campaign,Existing,Paid Social,Ultra Glide 15,167.27,0.0,167.27,1,False,False,False
ORD0008115,2026-03-28,C005733,Active campaign,New,Paid Social,Trail Apparel,0.0,84.68,84.68,1,True,False,False
ORD0008116,2026-03-28,C002151,Active campaign,Existing,Paid Search,Ultra Glide 15,0.0,0.0,0.0,1,True,False,True
ORD0008117,2026-03-28,C001676,Active campaign,Existing,Organic,Sense Ride,127.85,0.0,127.85,1,True,False,False
ORD0008118,2026-03-28,C005734,Active campaign,New,Paid Social,Trail Accessories,0.0,31.59,31.59,1,False,False,False
ORD0008119,2026-03-28,C005735,Active campaign,New,Paid Social,Ultra Glide 15,177.14,0.0,177.14,1,True,True,False
ORD0008120,2026-03-28,C005736,Active campaign,New,Direct,Ultra Glide 15,168.62,0.0,168.62,1,True,True,False
ORD0008121,2026-03-28,C003724,Active campaign,Existing,Paid Search,Speedcross,165.83,0.0,165.83,1,False,True,False
ORD0008122,2026-03-28,C005737,Active campaign,New,Paid Search,Ultra Glide 15,166.83,0.0,166.83,1,True,True,False
ORD0008123,2026-03-28,C005738,Active campaign,New,Organic,Speedcross,0.0,0.0,0.0,1,False,False,True
ORD0008124,2026-03-28,C005739,Active campaign,New,Paid Search,Ultra Glide 15,172.21,0.0,172.21,1,True,False,False
ORD0008125,2026-03-28,C000548,Active campaign,Existing,Email,Speedcross,148.95,0.0,148.95,1,True,True,False
ORD0008126,2026-03-28,C005740,Active campaign,New,Paid Social,Ultra Glide 15,168.69,0.0,168.69,1,True,False,False
ORD0008127,2026-03-28,C002508,Active campaign,Existing,Organic,Speedcross,146.83,0.0,146.83,1,False,True,False
ORD0008128,2026-03-28,C005741,Active campaign,New,Paid Search,Genesis,159.12,32.31,191.43,2,False,False,False
ORD0008129,2026-03-28,C005742,Active campaign,New,Paid Search,Trail Accessories,0.0,37.93,37.93,1,True,False,False
ORD0008130,2026-03-28,C005743,Active campaign,New,Paid Social,Sense Ride,157.76,0.0,157.76,1,True,True,False
ORD0008131,2026-03-28,C001383,Active campaign,Existing,Organic,Sense Ride,0.0,0.0,0.0,1,True,False,True
ORD0008132,2026-03-28,C005744,Active campaign,New,Affiliate,Speedcross,149.76,0.0,149.76,1,False,True,False
ORD0008133,2026-03-28,C000935,Active campaign,Existing,Organic,Ultra Glide 15,163.52,0.0,163.52,1,True,False,False
ORD0008134,2026-03-28,C000374,Active campaign,Existing,SMS,Trail Apparel,0.0,69.78,69.78,1,False,False,False
